1,1,acima,-6.272703848983917
1,1,abaixo,-5.882177358115553
1,1,direita,-6.592732529992515
1,1,esquerda,-6.299937357505537
1,2,acima,-6.477547911304506
1,2,abaixo,-9.999821594038412
1,2,direita,-6.4891943440384185
1,2,esquerda,-6.293959625798549
1,3,acima,-6.76110218338991
1,3,abaixo,-9.999564438570342
1,3,direita,-6.872332828212974
1,3,esquerda,-6.664556080769188
1,4,acima,-6.997589934165542
1,4,abaixo,-9.99492939759909
1,4,direita,-9.98762059960715
1,4,esquerda,-6.995870062047112
1,6,acima,-3.9538400165794823
1,6,abaixo,-9.907766279631455
1,6,direita,-3.027385188596848
1,6,esquerda,-9.969776854509636
1,7,acima,-3.2898078027696354
1,7,abaixo,-9.940970418964131
1,7,direita,-2.2515909792602447
1,7,esquerda,-3.976689661792691
1,8,acima,-2.400515590337492
1,8,abaixo,-9.98065718688617
1,8,direita,-1.3906558001921745
1,8,esquerda,-3.066729023466714
1,9,acima,-1.3996777753690173
1,9,abaixo,-0.43406200000000195
1,9,direita,-2.256689737495738
1,9,esquerda,-2.261446475140988
1,10,acima,-2.2904768323599463
1,10,abaixo,-9.999149294082699
1,10,direita,-3.1527260912650226
1,10,esquerda,-1.3906558000004745
1,11,acima,-3.074267654907095
1,11,abaixo,-9.993661746998862
1,11,direita,-3.877779861465054
1,11,esquerda,-2.251590226903179
1,12,acima,-3.9321559230312935
1,12,abaixo,-9.98065718688617
1,12,direita,-4.452043022081997
1,12,esquerda,-3.0264341472595118
1,13,acima,-4.444164363751484
1,13,abaixo,-9.940970418964131
1,13,direita,-9.926213023705163
1,13,esquerda,-3.725194983493669
1,15,acima,-7.346755070660273
1,15,abaixo,-9.984525749508936
1,15,direita,-7.295603009609942
1,15,esquerda,-9.99492939759909
1,16,acima,-7.205306863065436
1,16,abaixo,-9.999564438570342
1,16,direita,-6.998109049320959
1,16,esquerda,-7.192310811991684
1,17,acima,-6.923264354980472
1,17,abaixo,-9.99999742889913
1,17,direita,-6.664563662889191
1,17,esquerda,-7.199967027541013
1,18,acima,-6.644227122085324
1,18,abaixo,-6.293959622297459
1,18,direita,-6.661626766560315
1,18,esquerda,-6.891650771148591
2,1,acima,-6.2849776640216835
2,1,abaixo,-5.424641509007817
2,1,direita,-9.999885820184584
2,1,esquerda,-5.879487148997995
2,9,acima,-1.4103403164643842
2,9,abaixo,0.6288199999999982
2,9,direita,-9.998670772004218
2,9,esquerda,-9.993661746998862
2,18,acima,-6.655861293185834
2,18,abaixo,-5.88217735810704
2,18,direita,-6.312258944808153
2,18,esquerda,-9.99999742889913
3,1,acima,-5.8830460966006175
3,1,abaixo,-4.9333288828703035
3,1,direita,-4.916268343342013
3,1,esquerda,-5.433763986607454
3,2,acima,-9.999998683596354
3,2,abaixo,-4.35140927038001
3,2,direita,-4.407524588307146
3,2,esquerda,-5.432099335965137
3,3,acima,-9.999976054757177
3,3,abaixo,-3.723788375090181
3,3,direita,-3.796370396814141
3,3,esquerda,-5.016592914175934
3,4,acima,-9.999564438570342
3,4,abaixo,-9.97582148360771
3,4,direita,-3.0264599857511367
3,4,esquerda,-4.514962511595755
3,5,acima,-9.99833846500527
3,5,abaixo,-2.439544801232103
3,5,direita,-2.2515902225603375
3,5,esquerda,-3.8633849854787803
3,6,acima,-9.999564438570342
3,6,abaixo,-1.3906558000003764
3,6,direita,-1.667472682181811
3,6,esquerda,-3.060360732849864
3,7,acima,-9.98762059960715
3,7,abaixo,-0.4340623804066057
3,7,direita,-9.969776854509636
3,7,esquerda,-2.3984412094232703
3,9,acima,-0.4938685361207896
3,9,abaixo,1.809799999999998
3,9,direita,-9.998670772004218
3,9,esquerda,-9.992077183748577
3,11,acima,-9.969776854509636
3,11,abaixo,-0.43407118778341347
3,11,direita,-2.828749239625492
3,11,esquerda,-9.98065718688617
3,12,acima,-9.98762059960715
3,12,abaixo,-1.390655953377319
